"","X.x","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi","X.y","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat","alter.same.gen","ego.gen.cen","alter.gen.cen"
"4407",6863,1150,"lt",4,"",8,5,2,"",32,10,10,7,"",3,3,3,5,NA,5,4,0,2,1,NA,NA,2,0,0,1,7,8,0,4,4,3,10,3,0,0,0,10,1,10,4,0,0,0,NA,10,0,10,6,0,0,0,3,10,8,115008,1,87,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,10,10,1,5,NA,NA,20,3,3,NA,NA,4.25,3.75,4.5,3.75,3.75,4,4,0,3,5.9,3.8,10,10,6.6,3,4,30.1,10.9893888213434,4,6,0.666666666666667,NA,0.563286351774597,0.6,5.4,3.71666666666667,0.4,10,10,0.6,-0.2,2.92192809488736,0,"No",-0.0555040556199305,0.591445713179795
"4408",6866,1156,"cn",1,"parentfig",-10,6,1,"",35,6,5,4,"",10,10,8,10,8,10,10,10,7,10,10,10,9,6,10,6,2,-7,0,5,0,-10,-10,-10,10,-10,0,-10,6,0,0,0,7,9,0,0,7,10,5,9,0,0,0,0,0,115608,0,90,5,3,5,4,2,3,5,5,4,5,3,1,4,5,5,3,4,2,1,5,5,5,5,5,3,1,4,5,10,10,1,1,NA,NA,25,3,2,NA,NA,5,3.75,4.75,3,1.25,4,5,0,1,7.4,2.5,8.4,8.6,4.1,4,4,26.6,15.7211817480607,4,6,0.666666666666667,NA,0.676177206021611,0.577777777777778,5.2,2.4,0.311111111111111,8.6,8.4,0.577777777777778,-0.2,2.52192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"4409",6867,1158,"tc",7,"",8,4,1,"",64,6,5,7,"",NA,-6,5,9,4,6,10,0,0,10,10,0,0,8,10,10,0,0,6,10,4,10,6,5,0,0,0,0,10,10,10,4,0,0,0,8,10,10,4,1,0,0,0,8,10,115808,0,91,3,4,4,3,5,4,3,4,5,5,4,4,4,5,5,4,4,4,4,5,3,2,4,4,5,4,4,5,10,10,1,1,NA,NA,0,1,5,NA,NA,3.5,4.25,4.25,4,4.25,4.25,4,0,1,8.2,3,6.7,6.2,5.8,6,4,44,18.6368809979925,3,7,0.428571428571429,NA,0.649909667012657,0.6,5.4,3.1,0.288888888888889,6.2,6.7,0.6,-0.4,3.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4410",6874,1172,"sral",6,"",10,6,1,"",40,8,8,8,"",NA,10,10,10,10,10,10,10,9,9,10,10,8,8,0,10,10,10,0,0,10,10,0,2,0,0,10,10,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,117208,0,98,4,3,3,2,3,2,2,4,2,3,2,3,2,3,4,2,2,2,3,2,2,4,2,3,2,3,3,3,8,6,1,1,NA,NA,30,1,3,NA,NA,4,2.25,2.75,2,3,2.25,2.5,0,1,10,3.3,8,9.8,6.6,4,4,43.5,18.6860018908986,1,9,0.111111111111111,NA,0.769505033209931,0.666666666666667,5.33333333333333,1.94444444444444,0.333333333333333,9.77777777777778,8,0.666666666666667,-0.777777777777778,2.94770277922009,0,"Yes",-0.0555040556199305,-0.408554286820205
"4411",6875,1175,"ss",4,"",7,3,1,"",37,8,8,5,"",8,10,10,10,10,10,9,8,-1,0,10,2,10,7,6,10,10,6,5,9,10,1,1,1,9,9,0,8,8,0,0,7,8,0,0,1,8,7,7,-1,5,1,9,8,8,117508,0,99,5,3,5,3,1,4,5,5,3,5,4,1,5,4,5,4,5,4,1,3,3,5,5,4,4,1,4,5,10,10,2,2,NA,NA,0,2,3,NA,NA,5,3.75,4.75,3.75,1,4,4.25,1,2,8.7,2.9,8.9,8.3,5.9,3,3,91.6,158.885143701005,4,6,0.666666666666667,NA,0.751652377390217,0.822222222222222,7.4,4.76333333333333,0.177777777777778,8.3,8.9,0.822222222222222,0.2,3.32192809488736,0,"No",0.14449594438007,-0.408554286820205
"4412",6880,1190,"mt",6,"",10,5,2,"",20,10,10,5,"",NA,10,10,6,6,10,0,0,8,7,0,0,6,10,10,6,8,10,10,10,10,6,9,10,10,10,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119008,1,104,5,5,5,2,1,5,5,5,5,5,2,1,5,3,5,5,5,2,1,5,2,5,4,5,5,1,3,5,10,10,2,1,NA,NA,0,1,4,NA,NA,5,4.75,5,2.75,1,4.5,3.75,1,1,9.2,3.8,9.3,9.8,6.7,3,3,135.6,303.736801267881,6,4,1.5,NA,0.686176133665381,0.555555555555556,5,2.7,0.333333333333333,9.8,9.3,0.555555555555556,-0.2,3.12192809488736,1,"Yes",0.14449594438007,0.591445713179795
"4413",6882,1192,"sv",6,"",10,2,1,"",47,10,10,7,"",10,10,10,10,10,10,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,2,10,10,10,10,10,10,10,10,10,10,10,10,8,10,5,7,10,4,119208,0,106,5,3,5,5,2,3,5,5,5,5,5,3,4,4,5,5,5,3,1,3,4,5,5,5,4,3,4,4,10,10,1,1,NA,NA,60,1,5,NA,NA,5,4.5,5,4.25,2.25,3.5,4.25,0,1,9.9,2.1,9.7,9.6,6.6,4,5,46.4,25.3648926230287,4,6,0.666666666666667,NA,0.931460682335565,1,9,0.7,0,9.6,9.7,1,-0.2,2.72192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4414",6891,1202,"fh",6,"",10,1,2,"",20,10,10,5,"",5,10,10,6,10,10,9,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,6,10,5,8,0,0,8,0,10,10,10,10,10,0,10,10,0,120208,1,115,4,4,5,3,1,4,5,5,4,5,2,1,5,4,4,3,4,2,1,4,5,4,4,5,2,1,4,5,10,10,1,2,NA,NA,0,1,5,NA,NA,4.25,3.75,4.75,2.25,1,4.25,4.75,0,2,9.5,1.8,6.4,6.1,3.6,5,4,220.9,410.48980228232,3,7,0.428571428571429,NA,0.893977169908617,0.888888888888889,8,0.5,0.111111111111111,6.1,6.4,0.888888888888889,-0.4,2.72192809488736,1,"No",-0.0555040556199305,0.591445713179795
"4415",6895,1206,"ml",6,"",10,1,1,"",19,10,10,5,"",10,4,-6,6,5,6,8,10,5,6,4,4,6,6,3,4,0,0,0,2,7,10,6,0,0,5,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120608,0,119,3,4,5,3,1,3,5,5,4,5,1,1,3,4,4,4,5,1,1,4,4,5,3,4,2,1,4,4,9,10,1,1,NA,NA,10,1,4,NA,NA,4.25,3.75,4.75,1.75,1,3.5,4.25,0,1,7.5,1.5,7.125,7,5.125,5,5,25.625,12.0230433513554,1,7,0.142857142857143,NA,0.754043110163165,0.785714285714286,5.5,1.5,0.214285714285714,7,7.125,0.785714285714286,-0.75,2.40563906222957,1,"Yes",-0.0555040556199305,-0.408554286820205
"4416",6896,1208,"as",4,"",9,2,1,"",50,7,6,7,"",10,10,10,10,10,10,5,6,10,0,1,4,10,2,10,4,4,10,3,10,10,8,9,8,9,1,1,1,6,7,7,10,1,2,1,2,10,10,10,10,1,0,-1,7,10,120808,0,120,1,3,3,1,1,1,3,3,3,3,1,2,2,3,1,2,2,2,1,2,2,1,3,3,3,2,3,3,10,10,2,2,NA,NA,0,3,4,NA,NA,1.5,2.75,2.75,1.75,1.5,2,2.75,1,2,9.3,1.7,7.1,7.3,6.8,4,4,28.5,16.2975799157762,8,2,4,NA,0.723700937668371,0.933333333333333,8.4,4.1,0.0666666666666667,7.3,7.1,0.933333333333333,-0.6,2.12192809488736,1,"No",0.14449594438007,-0.408554286820205
"4417",6897,1209,"hr",6,"",7,3,1,"",19,6,8,5,"",NA,8,7,2,1,0,2,1,1,3,10,10,7,0,0,2,2,0,0,0,4,2,2,0,0,0,4,5,10,10,6,0,0,10,5,5,10,10,7,0,0,10,6,5,10,120908,0,121,4,4,5,2,1,3,3,5,3,5,2,1,4,3,4,3,5,2,1,2,3,4,4,5,4,1,4,3,9,9,2,1,NA,NA,4,1,4,NA,NA,4.25,3.5,5,2.5,1,3.25,3,1,1,8.5,2.1,8.3,7.3,6.3,3,6,28.2,12.8909959963448,3,7,0.428571428571429,NA,0.627519576874715,0.688888888888889,6.2,3.4,0.2,7.3,8.3,0.688888888888889,0.4,2.52192809488736,1,"No",0.14449594438007,-0.408554286820205
"4418",6898,1210,"tm",8,"academic",10,5,1,"",57,10,10,7,"",10,9,10,10,10,6,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,9,121008,0,122,4,5,5,4,1,5,5,5,5,5,2,1,5,5,5,5,5,3,1,5,5,5,5,5,5,1,5,5,10,10,1,1,NA,NA,0,3,4,NA,NA,4.75,5,5,3.5,1,5,5,0,1,6.7,3.1,5.6,5.5,5.6,5,6,36.3,16.5801085641802,4,6,0.666666666666667,NA,0.628456415584785,0.464285714285714,3.25,2.25,0.392857142857143,4.375,4.5,0.464285714285714,-0.25,2.75,1,"Yes",-0.0555040556199305,-0.408554286820205
"4419",6900,1213,"lc",6,"",10,3,1,"",18,10,10,4,"",0,7,0,0,10,0,5,7,5,7,4,5,4,5,9,5,2,5,4,3,8,6,6,7,7,10,10,10,0,0,0,0,0,6,6,0,5,5,0,5,0,0,0,0,0,121308,0,124,5,3,4,2,2,2,4,5,3,5,2,1,4,4,3,3,5,3,2,3,5,5,4,4,3,2,5,5,10,5,2,1,NA,NA,15,2,3,NA,NA,4.5,3.25,4.5,2.5,1.75,3.5,4.5,1,1,8.5,2.7,8.9,9.2,6,5,3,33.3,16.4860210144501,5,5,1,NA,0.639792166965279,0.644444444444444,5.8,2.46666666666667,0.244444444444444,9.2,8.9,0.644444444444444,0,2.04643934467102,0,"No",0.14449594438007,-0.408554286820205
"4420",6904,1217,"eh",4,"",-3,2,1,"",14,2,3,2,"",NA,6,0,0,0,0,1,-1,-3,-3,5,-2,7,1,8,-2,-5,-3,-1,1,8,4,7,4,-7,2,-9,2,7,10,10,4,5,10,8,8,3,5,9,-7,-3,-6,-3,9,7,121708,0,128,4,3,4,4,1,3,4,4,3,4,3,2,5,5,3,4,5,4,1,4,4,4,3,5,4,1,4,5,10,8,1,1,NA,NA,12,1,4,NA,NA,3.75,3.25,4.5,3.75,1.25,4,4.5,0,1,5,2.5,6.8,6.7,5.2,7,5,28.8,16.7716692338267,5,5,1,NA,0.546878053842035,0.577777777777778,5.2,4,0.422222222222222,6.7,6.8,0.577777777777778,0,3.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4421",6911,1226,"ad",6,"",10,1,1,"",17,8,10,3,"",10,0,10,5,5,0,6,6,0,6,7,4,0,0,3,6,7,0,3,7,8,2,9,0,0,6,2,5,6,6,0,0,2,2,1,7,6,7,0,0,3,2,4,10,10,122608,0,135,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,1,5,NA,NA,12,3,4,NA,NA,4,3.75,4,3.75,3.5,3.75,4,0,3,7.9,2.5,10,9.6,5.5,5,4,47.2,23.5126443524425,3,7,0.428571428571429,NA,0.671621927649954,0.733333333333333,6.6,3.5,0.266666666666667,9.6,10,0.733333333333333,-0.4,3.12192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4422",6914,1229,"eb",6,"",10,4,2,"",NA,10,10,7,"",0,5,1,6,1,10,0,0,10,10,10,0,1,1,0,10,0,1,1,0,10,0,0,10,10,10,0,0,8,0,10,10,8,0,2,7,0,0,3,7,6,0,0,4,1,122908,1,138,5,5,5,3,1,4,3,5,5,5,4,1,5,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,10,10,2,1,NA,NA,0,1,4,NA,NA,5,5,5,2.75,1,4.75,4.5,1,1,9.8,3,10,10,7.44444444444444,4,5,NA,NA,8,2,4,NA,0.611701822031009,0.622222222222222,5.6,4.5,0.377777777777778,10,10,0.622222222222222,-0.6,0,1,"Yes",0.14449594438007,0.591445713179795
"4423",6916,1231,"cl",1,"",4,3,2,"",46,6,8,4,"",10,-1,9,8,9,10,6,0,6,10,6,0,4,10,10,10,10,10,10,9,5,4,2,10,6,2,2,5,10,10,9,4,0,0,8,8,4,10,8,8,0,0,10,4,2,123108,1,140,4,3,5,3,3,3,3,4,1,3,1,2,2,3,3,3,3,3,2,3,3,3,2,2,2,4,2,2,8,6,1,1,NA,NA,20,3,3,NA,NA,3.5,2.25,3.25,2.25,2.75,2.5,2.75,0,1,8.6,1.7,8.2,6.77777777777778,5.6,5,5,34.8,16.267213105576,4,6,0.666666666666667,NA,0.758686935914928,0.844444444444444,7.6,2.95,0.155555555555556,NA,8.2,0.844444444444444,-0.2,2.92192809488736,0,"No",-0.0555040556199305,0.591445713179795
"4424",6917,1232,"rm",1,"",6,6,2,"",999,9,9,3,"",5,10,0,10,-3,0,0,2,0,0,3,8,0,2,0,10,8,7,8,0,3,10,0,7,0,0,0,10,10,-5,4,4,0,0,2,-6,3,9,0,1,0,5,2,0,0,123208,1,141,1,4,3,3,2,4,4,3,4,3,4,2,5,4,2,3,2,4,1,5,5,2,5,2,4,1,4,5,9,10,1,1,NA,NA,20,1,5,NA,NA,2,4,2.5,3.75,1.5,4.5,4.5,0,1,6.1,2.8,8.3,7.9,5.5,5,5,131.2,305.243363746226,5,5,1,NA,0.533477920646133,0.533333333333333,4.8,4.2,0.355555555555556,7.9,8.3,0.533333333333333,0,3.12192809488736,1,"No",-0.0555040556199305,0.591445713179795
"4425",6918,1233,"ap",7,"",9,1,1,"",40,10,10,7,"",10,6,8,6,10,10,8,-3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,2,0,0,0,0,0,1,7,3,0,0,0,0,0,1,0,0,0,123308,0,142,4,5,5,4,1,5,3,4,3,5,3,1,4,3,4,4,5,2,1,4,2,NA,5,5,1,1,3,3,10,7,2,2,NA,NA,0,2,4,NA,NA,NA,4.25,5,2.5,1,4,2.75,1,2,9.1,1.9,10,10,5.4,5,4,46.2,18.9431899226198,6,4,1.5,NA,0.416602027240096,0.355555555555556,3.2,5,0.2,10,10,0.355555555555556,-0.2,2.44643934467102,1,"No",0.14449594438007,-0.408554286820205
"4426",6921,1239,"jl",6,"",3,3,2,"",26,10,10,8,"",8,8,7,6,6,10,6,6,10,10,0,0,3,0,0,0,0,5,0,0,7,2,0,8,3,0,6,10,3,0,5,5,0,7,10,10,4,4,-4,-3,0,5,7,10,10,123908,1,145,3,3,5,4,2,4,4,4,4,4,3,1,4,4,4,4,5,3,1,4,4,4,4,5,3,1,4,4,9,8,1,1,NA,NA,30,3,5,NA,NA,3.75,3.75,4.75,3.25,1.25,4,4,0,1,6.6,2.1,8.4,7.7,6.3,5,4,29.9,12.1969941652305,3,7,0.428571428571429,NA,0.783888034535948,0.666666666666667,6,2.23333333333333,0.222222222222222,7.7,8.4,0.666666666666667,-0.4,2.72192809488736,1,"No",-0.0555040556199305,0.591445713179795
"4427",6922,1242,"mc",4,"",8,2,2,"",37,7,10,4,"",NA,10,10,7,5,5,8,4,4,3,10,10,10,6,9,10,10,10,6,7,10,10,10,10,5,5,10,10,10,10,10,1,3,10,10,10,10,4,4,4,10,10,10,5,5,124208,1,146,3,5,5,4,1,2,5,5,5,5,5,2,5,5,5,5,4,5,1,5,4,5,5,5,5,1,4,4,10,10,1,1,NA,NA,30,3,3,NA,NA,4.5,5,4.75,4.75,1.25,4,4.5,0,1,9.8,2.7,10,8.1,6.3,3,2,135.3,303.712235878343,5,4,1.25,NA,0.829095121260519,0.977777777777778,8.8,1.3,0.0222222222222222,8.1,10,0.977777777777778,0.111111111111111,2.44643934467102,0,"No",-0.0555040556199305,0.591445713179795
"4428",6927,1254,"cl",6,"",10,2,2,"",25,5,10,7,"",10,10,10,10,10,4,10,10,10,5,10,10,10,4,10,10,10,4,10,5,5,10,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125408,1,151,1,3,5,1,1,2,3,2,3,5,1,1,2,1,1,4,4,2,1,2,2,2,5,4,1,1,2,3,10,9,2,1,NA,NA,10,3,4,NA,NA,1.5,3.75,4.5,1.25,1,2,2.25,1,1,9.875,2.375,8.875,6.75,7.5,4,4,33.125,12.0527116095448,5,3,1.66666666666667,NA,0.783440722855274,0.821428571428571,5.75,1.125,0.178571428571429,6.75,8.875,0.821428571428571,-0.25,2.5,1,"Yes",0.14449594438007,0.591445713179795
"4429",6930,1261,"as",6,"",10,1,1,"",18,8,8,5,"",10,10,10,8,8,3,9,8,1,10,6,6,0,0,0,4,6,-3,0,0,6,8,9,9,7,8,8,9,10,10,10,3,0,0,5,1,10,10,0,0,0,7,9,7,9,126108,0,154,5,3,4,2,1,3,5,5,4,5,3,1,3,4,5,3,5,2,1,3,4,5,4,5,2,1,3,4,10,10,1,1,NA,NA,0,1,4,NA,NA,5,3.5,4.75,2.25,1,3,4.25,0,1,9.8,2,9.5,9.2,5.7,3,6,34.8,16.1781745983078,2,8,0.25,NA,0.718003078116504,0.755555555555556,6.8,3.4,0.244444444444444,9.2,9.5,0.755555555555556,-0.6,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"4430",6933,1266,"bp",6,"",7,2,1,"",38,5,5,7,"",7,8,8,10,0,0,9,0,0,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,6,8,7,0,9,0,8,8,8,7,9,8,0,0,0,9,126608,0,157,1,4,5,3,1,4,5,5,4,5,1,1,5,5,5,5,5,3,1,5,5,5,5,5,3,1,5,5,10,10,1,1,NA,NA,30,1,4,NA,NA,4,4.5,5,2.5,1,4.75,5,0,1,8.6,1.6,8.8,8.4,5.4,4,4,29.4,17.2382004732384,1,9,0.111111111111111,NA,0.713100188418899,0.611111111111111,4.88888888888889,1.55555555555556,0.263888888888889,8.33333333333333,8.77777777777778,0.611111111111111,-0.777777777777778,2.64160416786859,1,"Yes",-0.0555040556199305,-0.408554286820205
"4431",6935,1269,"mb",11,"work",10,1,1,"",45,10,10,9,"",0,10,0,10,0,10,10,0,10,8,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126908,0,159,4,5,4,1,1,4,5,5,3,5,2,1,4,4,5,5,5,1,1,4,5,5,5,5,1,1,4,5,10,10,1,1,NA,NA,40,3,4,NA,NA,4.75,4.5,4.75,1.25,1,4,4.75,0,1,8.125,1.375,9.25,8.5,7.25,5,6,42.75,17.1276718457922,3,5,0.6,NA,0.656006108339543,0.476190476190476,2.85714285714286,2.14285714285714,0.19047619047619,8.85714285714286,9.14285714285714,0.476190476190476,-0.428571428571429,2.8073549220576,1,"Yes",-0.0555040556199305,-0.408554286820205
"4432",6937,1274,"bd",6,"",6,1,1,"",18,8,8,5,"",7,9,4,8,5,10,1,2,2,3,0,0,0,6,0,0,0,0,7,0,4,4,3,3,0,0,0,0,9,6,8,5,2,0,0,0,4,5,0,3,1,0,0,0,0,127408,0,161,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,5,5,4,3,3,4,5,4,8,7,1,1,NA,NA,0,1,4,NA,NA,4.5,4,3.75,3.75,4.25,4.5,4.25,0,1,7.3,3,6.7,6.7,5.6,4,4,44.7,20.2377534985153,2,8,0.25,NA,0.584416142202357,0.555555555555556,5,4.275,0.333333333333333,6.7,6.7,0.555555555555556,-0.6,2.44643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"4433",6939,1276,"tm",8,"academic",9,4,1,"",57,10,10,7,"",5,6,8,6,0,0,-2,0,0,-1,6,0,0,0,-1,8,5,6,5,4,3,6,8,7,7,6,0,7,10,0,0,0,7,0,0,0,10,7,6,6,6,0,3,6,0,127608,0,163,3,3,5,3,1,2,4,5,2,5,1,1,4,5,4,3,4,3,1,4,4,5,5,4,3,1,3,4,10,10,1,2,NA,NA,0,2,4,NA,NA,4.25,3.25,4.5,2.5,1,3.25,4.25,0,2,6.8,2.7,9.5,9.5,6.6,3,4,36,12.1014232404476,3,7,0.428571428571429,NA,0.677591184597176,0.577777777777778,5.2,2.05,0.311111111111111,9.5,9.5,0.577777777777778,-0.4,3.12192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4434",6948,1287,"jf",4,"",10,2,2,"",65,5,10,4,"",10,7,8,10,10,10,0,3,0,0,3,5,10,10,0,10,10,7,10,0,0,10,10,5,10,0,0,10,7,8,10,10,2,10,6,6,5,6,10,10,0,10,0,0,10,128708,1,172,3,4,4,4,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,2,1,NA,NA,20,1,5,NA,NA,2.75,3.25,3.25,3.25,2.5,3,3,1,1,9.9,2.1,10,8.9,5.6,4,4,47,22.0252380489091,8,2,4,NA,0.727175236497102,0.755555555555556,6.8,1.55,0.244444444444444,8.9,10,0.755555555555556,-0.6,3.32192809488736,1,"Yes",0.14449594438007,0.591445713179795
"4435",6956,1298,"lb",6,"",10,4,1,"",20,0,6,5,"",4,0,0,6,0,0,8,0,0,10,4,9,0,0,4,10,10,0,0,0,10,4,10,0,0,6,10,NA,7,10,0,0,0,10,10,10,10,0,0,6,10,9,9,9,10,129808,0,180,4,5,5,1,1,4,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,5,5,5,4,1,4,4,10,10,1,1,NA,NA,30,1,4,NA,NA,4.75,5,5,2.75,1,4.5,4.75,0,1,9.2,2.4,9.2,4.6,5.7,4,5,26,11.7756811551038,1,9,0.111111111111111,NA,0.802720631039578,0.722222222222222,5.77777777777778,1.55555555555556,0.277777777777778,4,9.11111111111111,0.722222222222222,-0.777777777777778,2.41938194564637,1,"Yes",-0.0555040556199305,-0.408554286820205
"4436",6957,1299,"nb",3,"",4,3,1,"",40,3,3,7,"",4,8,10,4,7,7,10,10,10,0,0,0,0,0,5,0,0,0,7,0,0,-3,0,0,6,2,0,0,6,6,6,7,0,0,0,10,3,8,8,10,3,0,7,7,7,129908,0,181,5,4,5,3,1,2,3,5,3,5,1,1,4,5,5,4,4,1,1,4,4,5,5,5,1,1,2,4,10,8,2,5,NA,NA,20,3,3,NA,NA,5,4,4.75,1.5,1,3,4,1,3,4.6,3.3,3.8,3.4,6.8,3,5,48.5,18.8281703837627,5,5,1,NA,0.704093845148349,0.577777777777778,5.2,3.25,0.311111111111111,3.4,3.8,0.577777777777778,0,2.37095059445467,0,"No",0.14449594438007,-0.408554286820205
"4437",6958,1300,"al",6,"",8,1,1,"",20,10,9,5,"",10,8,8,9,9,10,8,10,7,7,6,8,6,6,10,0,4,0,0,0,0,7,7,5,4,4,2,1,6,6,7,6,5,4,0,7,7,9,7,10,10,8,1,8,9,130008,0,182,5,4,5,3,1,4,5,5,3,5,3,1,4,5,5,4,5,2,1,4,4,5,4,5,2,1,4,5,10,10,1,1,NA,NA,12,1,4,NA,NA,5,3.75,5,2.5,1,4,4.75,0,1,9.4,2.4,9.8,9.6,6.5,3,6,50.2,25.5682094275945,4,6,0.666666666666667,NA,0.796787293400799,0.866666666666667,7.8,2.85,0.133333333333333,9.6,9.8,0.866666666666667,-0.2,2.92192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4438",6962,1314,"dh",4,"",10,2,1,"",39,10,10,6,"",10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,8,10,10,10,10,10,131408,0,186,4,4,5,3,2,4,4,5,4,5,3,2,4,4,5,5,5,3,1,4,4,5,5,5,3,2,5,5,10,10,1,1,NA,NA,15,1,5,NA,NA,4.75,4.5,5,3,1.75,4.25,4.25,0,1,10,2.1,10,9.7,4.8,4,4,44.8,21.0807969488822,3,7,0.428571428571429,NA,0.988353759967228,1,9,0,0,9.7,10,1,-0.4,2.92192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4439",6965,1322,"ac",6,"",10,1,1,"",18,7,8,4,"",10,10,10,10,10,10,10,10,10,8,10,6,8,8,6,9,6,8,8,6,10,8,6,7,7,6,10,10,10,10,10,10,6,9,9,10,10,10,10,9,10,6,6,6,6,132208,0,189,3,3,5,3,2,3,5,5,3,5,3,2,4,5,5,5,5,3,1,5,5,5,5,5,3,1,4,5,10,10,1,1,NA,NA,16,3,5,NA,NA,4.5,4,5,3,1.5,4,5,0,1,9.8,1.5,9.2,9.1,4.3,3,4,25.5,16.3357626959118,2,8,0.25,NA,0.89618397011889,1,9,0,0,9.1,9.2,1,-0.6,1.5487949406954,1,"Yes",-0.0555040556199305,-0.408554286820205
"4440",6966,1323,"sd",6,"",8,3,1,"",21,7,8,7,"",10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,6,6,7,6,9,8,7,7,7,7,9,8,8,6,5,5,6,9,7,10,7,9,9,10,6,10,8,8,1,6,132308,0,190,3,4,4,3,1,3,4,4,4,4,2,1,4,3,4,3,4,3,1,4,3,4,5,2,2,1,3,4,10,10,1,1,NA,NA,24,1,4,NA,NA,3.75,4,3.5,2.5,1,3.5,3.5,0,1,9.5,1.4,8.8,8.7,6.4,4,5,26,10.8934230922455,3,7,0.428571428571429,NA,0.860373950503451,1,9,0.5,0,8.7,8.8,1,-0.4,2.92192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4441",6969,1326,"md",4,"",10,1,1,"",70,10,10,5,"",10,10,10,10,10,10,2,6,0,0,8,10,0,0,10,10,10,10,10,0,3,10,10,10,10,0,0,10,10,10,10,10,1,1,10,10,10,10,10,10,0,0,10,10,10,132608,0,193,1,2,4,2,1,3,4,3,3,4,1,1,2,4,4,2,3,1,1,4,3,4,1,4,1,1,3,3,10,10,1,1,NA,NA,30,3,5,NA,NA,3,2,3.75,1.25,1,3,3.5,0,1,9.8,2.4,10,9.8,6.6,5,3,46.6666666666667,12.0111059718357,3,7,0.428571428571429,NA,0.818300811325575,0.8,7.2,2.2,0.2,9.8,10,0.8,-0.4,2.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
